iaspei91 S model       12   0.13719   1.00000  6371.000
 Z    0.00  20.00  20.00  35.00  35.00  77.50 120.00 165.00 210.00 210.00 260.00 310.00
 V    3.36   3.36   3.75   3.75   4.47   4.49   4.50   4.51   4.52   4.52   4.61   4.70
DD    20.0000   11   92.6667   30
DZ     5.0000    4   10.9524   21
    0.0000    3.3600         0
  -31996  -25583  -19166  -12749   -6332      85    6502   12919   19335   23221   26632   30043   45842   61629   77400
   93149  108872  124563  140219  155833  171401  186918  202380  217780  233117  248385  263572  278675  293709  308685
  323606  338468  353264  362502  370222  377586  384141  385907  387459  388576  389544  390441
    5.0000    3.3600      2524
  -29024  -25214  -18976  -12638   -6257     137    6536   12939   17833   21245   24656   28067   43865   59652   75421
   91169  106890  122579  138232  153844  169409  184923  200381  215778  231111  246374  261557  276654  291685  306658
  321576  336434  351226  360130  367836  375185  381555  383315  384859  385964  386930  387825
   10.0000    3.3600      3570
  -26048  -24173  -18434  -12235   -5962     355    6701   11990   15859   19271   22682   26092   41890   57676   73444
   89191  104910  120597  136248  151856  167419  182930  198384  213777  229106  244365  259542  274636  289663  304633
  319547  334402  349189  357758  365451  372785  378969  380723  382260  383352  384316  385210
   15.0000    3.3600      4372
  -23071  -22580  -17624  -11658   -5472     372    5517   10476   13887   17298   20709   24120   39917   55702   71469
   87214  102932  118617  134265  149871  165430  180938  196389  211778  227103  242358  257530  272619  287642  302609
  317520  332371  347155  355387  363067  370385  376384  378131  379661  380742  381703  382595
   20.0000    3.3600      5049
  -20095  -20659  -16389  -11243   -6098    -952    4193    8506   11917   15328   18739   22150   37947   53730   69496
   85240  100955  116638  132284  147887  163444  178948  194395  209781  225102  240352  255519  270604  285624  300588
  315495  330342  345039  353017  360683  367985  373800  375541  377061  378132  379091  379981
   30.9524    3.7500      4139
  -14254  -16386  -14090  -10052   -5320   -1508    1904    5315    8726   12137   15548   18958   34753   50534   66296
   82035   97745  113422  129060  144655  160203  175697  191134  206508  221818  237055  252206  267279  282289  297243
  312141  326977  340762  348708  356338  363599  368936  370661  372152  373203  374156  375042
   41.9048    4.4724      2885
   -9007  -12050  -11405   -8927   -5808   -2509     844    4219    7604   10993   14386   17780   33519   49255   64976
   80675   96347  111985  127586  143143  158653  174109  189508  204845  220117  235312  250423  265466  280451  295381
  310254  325064  337383  345287  352868  360076  364822  366527  367974  369012  369959  370839
   52.8571    4.4763      4360
   -4111   -7710   -8206   -6786   -4382   -1507    1588    4795    8062   11364   14688   18029   33594   49217   64850
   80473   96075  111648  127186  142683  158133  173532  188874  204157  219370  234503  249566  264571  279523  294419
  309256  324027  334537  342391  349916  357062  361154  362836  364233  365260  366199  367073
   63.8095    4.4802      5413
     780   -3177   -4459   -3886   -2171     194    2930    5880    8958   12116   15327   18575   33867   49328   64843
   80369   95888  111385  126852  142281  157667  173004  188288  203508  218656  233735  248756  263724  278639  293500
  308298  323027  331700  339504  346970  354054  357494  359154  360501  361517  362449  363317
   74.7619    4.4840      6277
    5667    1467    -406    -517     572    2427    4765    7409   10251   13223   16286   19411   34337   49589   64955
   80365   95785  111195  126583  141939  157256  172528  187744  202895  217982  233014  247994  262925  277802  292623
  307378  320828  328872  336623  344031  351052  353842  355480  356778  357783  358708  359571
   85.7143    4.4879      7036
   10550    6174    3845    3173    3704    5072    7006    9322   11898   14656   17542   20521   35000   49993   65183
   80458   95766  111080  126381  141659  156901  172097  187237  202323  217359  232346  247286  262175  277011  291787
  306497  318055  326053  333750  341099  348055  350198  351814  353063  354059  354977  355834
   96.6667    4.4917      7712
   15429   10918    8233    7087    7130    8044    9583   11563   13860   16384   19073   21886   35850   50543   65529
   80649   95832  111037  126243  141433  156590  171706  186778  201808  216794  231735  246631  261476  276266  290993
  305655  315292  323242  330884  338172  344761  346563  348156  349358  350344  351255  352107
  107.6190    4.4956      8329
   20304   15687   12713   11172   10785   11281   12441   14089   16100   18378   20859   23492   36881   51234   65989
   80937   95981  111069  126171  141263  156334  171375  186383  201356  216291  231184  246031  260826  275565  290241
  304237  312539  320439  328025  335251  341156  342936  344505  345661  346639  347543  348389
  118.5714    4.4995      8901
   25174   20472   17261   15385   14618   14734   15535   16861   18585   20614   22876   25319   38087   52064   66564
   81321   96212  111173  126163  141159  156145  171114  186060  200976  215856  230694  245485  260225  274909  289532
  301675  309796  317645  325173  332336  337560  339317  340861  341974  342943  343841  344681
  129.5238    4.5019      9822
   30041   25269   21860   19697   18594   18364   18831   19846   21289   23067   25107   27354   39462   53034   67255
   81806   96535  111361  126239  141139  156043  170938  185814  200663  215478  230254  244985  259667  274293  288347
  298984  307060  314857  322326  329425  333972  335706  337223  338295  339255  340147  340982
  140.4762    4.5041     10468
   34905   30074   26499   24087   22688   22144   22299   23018   24188   25718   27535   29582   41003   54141   68066
   82396   96952  111638  126396  141194  156006  170818  185618  200395  215142  229853  244522  259142  273709  286726
  296301  304330  312073  319482  326517  330389  332101  333574  334623  335575  336460  337290
  151.4286    4.5063     11044
   39768   34885   31167   28542   26885   26050   25913   26353   27260   28547   30142   31988   42701   55382   68991
   83086   97458  111993  126626  141313  156028  170752  185470  200172  214848  229490  244093  258651  272526  285073
  293625  301606  309294  316642  323612  326812  328501  329923  330958  331902  332781  333605
  162.3810    4.5085     11576
   44627   39703   35862   33041   31147   30056   29655   29830   30485   31535   32912   34557   44549   56751   70025
   83873   98049  112426  126924  141495  156107  170737  185370  199992  214594  229166  243701  258153  271022  282772
  290956  298887  306518  313804  320709  323242  324907  326277  327300  328237  329110  329928
  173.3333    4.5107     12081
   49485   44522   40575   37585   35481   34154   33504   33432   33846   34667   35830   37276   46537   58244   71167
   84752   98724  112932  127288  141737  156241  170774  185317  199856  214380  228878  243344  256805  269483  280153
  288294  296173  303746  310970  317808  319677  321320  322638  323649  324579  325445  326259
  184.2857    4.5128     12559
   54340   49345   45302   42163   39869   38327   37449   37143   37328   37929   38883   40134   48660   59857   72414
   85724   99480  113511  127719  142039  156429  170860  185310  199763  214206  228629  242460  255412  267916  277542
  285637  293464  300978  308138  314294  316119  317738  319005  320006  320928  321788  322596
  195.2381    4.5150     13016
   59192   54168   50042   46769   44303   42566   41474   40950   40918   41308   42059   43119   50911   61585   73762
   86785  100315  114163  128215  142400  156671  170996  185349  199713  214072  228029  241215  253982  266323  274939
  282987  290760  298213  305308  310765  312566  314162  315378  316369  317284  318139  318942
  206.1905    4.5172     13454
   64043   58992   54791   51399   48777   46859   45571   44843   44604   44792   45348   46221   53281   63424   75210
   87935  101228  114884  128776  142821  156968  171182  185434  199705  213547  226931  239925  252521  264107  272343
  280343  288060  295452  302481  307242  309020  310591  311759  312741  313648  314497  315295
  217.1429    4.5343     11266
   68884   63810   59541   56042   53277   51194   49723   48802   48369   48363   48729   49420   55754   65354   76734
   89146  102189  115636  129343  143225  157223  171272  185282  199111  212632  225807  238620  251055  261573  269767
  277716  285375  292705  299668  303734  305488  307034  308156  309128  310029  310872  311664
  228.0952    4.5532     10826
   73705   68610   64280   60683   57787   55550   53909   52807   52188   51996   52180   52693   58302   67346   78301
   90379  103149  116360  129861  143546  157335  171148  184885  198439  211732  224711  237349  249624  259083  267231
  275128  282728  289993  296889  300257  301988  303505  304584  305547  306441  307278  308066
  239.0476    4.5723     10667
   78505   73391   69005   65319   62303   59922   58124   56852   56057   55686   55693   56033   60924   69403   79918
   91644  104122  117081  130351  143815  157380  170956  184448  197772  210853  223643  236111  248228  256636  264737
  272578  280117  287316  294142  296812  298519  299992  301044  301998  302885  303717  304499
  250.0000    4.5914     10631
   83286   78154   73717   69949   66823   64309   62363   60931   59967   59427   59263   59435   63617   71525   81588
   92949  105120  117812  130840  144072  157407  170750  184014  197118  209999  222608  234906  245959  254232  262282
  270065  277541  284672  291428  293397  295080  296498  297534  298480  299361  300186  300963
